id,label,domain,taxonomy_id,language,country,channel,text,split
NVJI-0005498,scam,job,J10,pt,BR,job_board,trabalhe em casa. transfira o dinheiro agora; dentro de uma hora. https://job-j10-65.invalid/nv-4790a3777d Ref: NV-4790A3777D,train
NVJI-0006554,scam,job,J10,tl,PH,sms,trabaho mula sa bahay. magpadala ng pera ngayon; kumilos agad. https://job-j10-54.invalid/nv-02e916fce6 Ref: NV-02E916FCE6,train
NVJI-0003978,scam,job,J10,pt,BR,email,tarefas simples com comissão. envie dinheiro para mim; dentro de uma hora. https://job-j10-0.invalid/nv-baa2a8440b Ref: NV-BAA2A8440B,train
NVJI-0048298,scam,job,J10,ru,RU,chat_group,"[unknown_sender] работа​ на​ дому. произведите оплату; действуйте немедленно. https://job-j10-6.invalid/nv-8531507da0
[recipient] Проверьте информацию через официальный канал организации.
[unknown_sender] действуйте немедленно. переведите деньги сейчас.
[recipient] Не требуются комиссия, депозит, пароль, OTP или перевод денег.
[unknown_sender] переведите деньги сейчас 1500. https://case-6.invalid/nv-8531507da0 Ref: NV-8531507DA0",train
NVJI-0049354,scam,job,J10,bn,BD,whatsapp,"[unknown_sender] খণ্ডকালীন​ চাকরি.​ পেমেন্ট করুন; শেষ সতর্কতা. https://job-j10-92.invalid/nv-2e9f77dee3
[recipient] প্রতিষ্ঠানের সরকারি চ্যানেলে যাচাই করুন।
[unknown_sender] অবিলম্বে ব্যবস্থা নিন. এখনই টাকা পাঠান.
[recipient] কোনো ফি, জমা, পাসওয়ার্ড, ওটিপি বা টাকা পাঠানো প্রয়োজন নেই।
[unknown_sender] এখনই টাকা পাঠান 1500. https://case-92.invalid/nv-2e9f77dee3 Ref: NV-2E9F77DEE3",train
NVJI-0049226,scam,job,J10,th,TH,sms,"[unknown_sender] ทำงานจากที่บ้าน. โอนเงินตอนนี้; ดำเนินการทันที. https://job-j10-61.invalid/nv-516f25ae9e
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] คำเตือนครั้งสุดท้าย. ชำระเงิน.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] ชำระเงิน 75. https://case-61.invalid/nv-516f25ae9e Ref: NV-516F25AE9E",train
NVJI-0002522,scam,job,J10,ja,JP,sms,簡単な作業で報酬. 今すぐ送金してください; 直ちに対応してください. https://job-j10-96.invalid/nv-8c3f0492b7 Ref: NV-8C3F0492B7,train
NVJI-0003483,scam,job,J11,es,CO,chat_group,tareas sencillas con comisión. realiza el pago. transfiere el dinero ahora 99. Ref: NV-BB36B19E75,train
NVJI-0000235,scam,job,J11,pt,PT,whatsapp,trabalho de meio período. transfira o dinheiro agora. faça o pagamento 500. Ref: NV-35FE5B971B,train
NVJI-0011771,scam,job,J11,hi,AE,email,घर​ से​ काम. मेरे खाते में पैसे भेजें. मेरे खाते में पैसे भेजें 2500. Ref: NV-70E8B60A1A,train
NVJI-0010171,scam,job,J11,es,MX,telegram,trabajo a tiempo parcial. transfiere el dinero ahora. transfiere el dinero ahora 500. Ref: NV-1897CEE0D1,validation
NVJI-0051291,scam,job,J11,hi,IN,email,"[unknown_sender] आसान काम पर कमीशन. भुगतान करें. भुगतान करें 99.
[recipient] संगठन के आधिकारिक माध्यम से स्वतंत्र पुष्टि करें।
[unknown_sender] एक घंटे के भीतर. मेरे खाते में पैसे भेजें.
[recipient] कोई शुल्क, जमा, पासवर्ड, ओटीपी या धन हस्तांतरण आवश्यक नहीं है।
[unknown_sender] मेरे खाते में पैसे भेजें 99. https://case-89.invalid/nv-044da0e4fa Ref: NV-044DA0E4FA",train
NVJI-0000859,scam,job,J11,ta,MY,chat_group,பகுதி நேர வேலை. உடனே பணம் அனுப்பவும். உடனே பணம் அனுப்பவும் 500. Ref: NV-E54E2348C4,train
NVJI-0005755,scam,job,J11,vi,VN,sms,việc làm bán thời gian. chuyển tiền ngay. thực hiện thanh toán 500. Ref: NV-7F2281BEF8,train
NVJI-0002091,scam,job,J11,en,AU,social_media_dm,simple tasks with commission: payment assistant. mystery-shopper assignment requires gift-card purchases. make the payment. make the payment 99. Contact us off-platform. Ref: NV-4659AB61C5,train
NVJI-0049899,scam,job,J11,id,ID,whatsapp,"[unknown_sender] tugas mudah dapat komisi. lakukan pembayaran. lakukan pembayaran 99.
[recipient] Verifikasi melalui saluran resmi organisasi.
[unknown_sender] dalam satu jam. kirim uang kepada saya.
[recipient] Tidak diperlukan biaya, deposit, kata sandi, OTP, atau transfer uang.
[unknown_sender] kirim uang kepada saya 99. https://case-55.invalid/nv-aa1a28abd4 Ref: NV-AA1A28ABD4",train
NVJI-0000603,scam,job,J11,ja,JP,job_board,高収入アルバイト. 支払いをしてください. 今すぐ送金してください 99. Ref: NV-CDC215488B,train
NVJI-0050460,scam,job,J12,ko,KR,chat_group,"[unknown_sender] 즉시​ 조치하세요​ — 고수익 아르바이트. 한 시간 이내. https://job-j12-34.invalid/nv-0c98edc59b.
[recipient] 기관의 공식 채널을 통해 독립적으로 확인하세요.
[unknown_sender] 한 시간 이내. 한 시간 이내.
[recipient] 수수료, 보증금, 비밀번호, OTP 또는 송금이 필요하지 않습니다.
[unknown_sender] 저에게 돈을 보내세요 5000. https://case-34.invalid/nv-0c98edc59b Ref: NV-0C98EDC59B",train
NVJI-0002892,scam,job,J12,ta,SG,job_board,உடனடியாக​ செயல்படவும்​ — எளிய பணிக்கு கமிஷன். ஒரு மணி நேரத்திற்குள். https://job-j12-78.invalid/nv-0d2469b146. Ref: NV-0D2469B146,train
NVJI-0049596,scam,job,J12,es,MX,job_board,"[unknown_sender] actúa​ inmediatamente​ — tareas sencillas con comisión. dentro de una hora. https://job-j12-43.invalid/nv-53d4d9c77e.
[recipient] Verifique por el canal oficial de la organización.
[unknown_sender] dentro de una hora. dentro de una hora.
[recipient] No se requiere tarifa, depósito, contraseña, OTP ni transferencia de dinero.
[unknown_sender] envíame dinero 5000. https://case-43.invalid/nv-53d4d9c77e Ref: NV-53D4D9C77E",validation
NVJI-0000444,scam,job,J12,pt,BR,whatsapp,aja​ imediatamente​ — tarefas simples com comissão. dentro de uma hora. https://job-j12-55.invalid/nv-bf28993bef. Ref: NV-BF28993BEF,test
NVJI-0001708,scam,job,J12,vi,VN,telegram,trong vòng một giờ — việc làm bán thời gian. cảnh báo cuối cùng. https://job-j12-58.invalid/nv-fdf0799502. Ref: NV-FDF0799502,train
NVJI-0009564,scam,job,J12,pt,BR,email,aviso​ final​ — tarefas simples com comissão. dentro de uma hora. https://job-j12-57.invalid/nv-8ccba09dba. Ref: NV-8CCBA09DBA,train
NVJI-0008492,scam,job,J12,tl,PH,telegram,huling babala — trabaho mula sa bahay. kumilos agad. https://job-j12-52.invalid/nv-81ce9f4f16. Ref: NV-81CE9F4F16,train
NVJI-0004220,scam,job,J12,zh,SG,chat_group,最后通知 — 在家工作. 立即处理. https://job-j12-48.invalid/nv-0f74709027. Ref: NV-0F74709027,train
NVJI-0005740,scam,job,J12,zh,SG,telegram,最后通知 — 兼职工作. 马上行动. https://job-j12-16.invalid/nv-4d46d699a5. Ref: NV-4D46D699A5,test
NVJI-0009916,scam,job,J12,vi,VN,whatsapp,trong vòng một giờ — việc làm bán thời gian. cảnh báo cuối cùng. https://job-j12-21.invalid/nv-0fd5946e62. Ref: NV-0FD5946E62,train
NVJI-0010765,scam,job,J13,bn,IN,social_media_dm,অবিলম্বে ব্যবস্থা নিন. খণ্ডকালীন চাকরি. প্রসেসিং ফি. পেমেন্ট করুন 49. https：//job-j13-94.invalid/nv-4c22f61fcf Ref： NV-4C22F61FCF,test
NVJI-0006957,scam,job,J13,ms,SG,telegram,dalam masa satu jam... tugas mudah dapat komisen. deposit boleh dikembalikan. hantar wang kepada saya 1000. https://job-j13-69.invalid/nv-1526c3e46b Ref: NV-1526C3E46B,validation
NVJI-0003501,scam,job,J13,id,ID,job_board,dalam satu jam... tugas mudah dapat komisi. deposit dapat dikembalikan. lakukan pembayaran 1000. https://job-j13-8.invalid/nv-88115bdeb4 Ref: NV-88115BDEB4,train
NVJI-0010973,scam,job,J13,hi,AE,email,तुरंत कार्रवाई करें. घर से काम. रिलीज शुल्क. भुगतान करें 250. hxxps://job-j13-11[.]invalid/nv-abccf512be Ref: NV-ABCCF512BE,validation
NVJI-0008621,scam,job,J13,ja,JP,email,1時間以内. 簡単な作業で報酬. 解除手数料. 私にお金を送って 250. hxxps://job-j13-84[.]invalid/nv-b9276f58e6 Ref: NV-B9276F58E6,train
NVJI-0004317,scam,job,J13,ta,IN,social_media_dm,இறுதி அறிவிப்பு... எளிய பணிக்கு கமிஷன். திரும்பப்பெறக்கூடிய வைப்பு. எனக்கு பணம் அனுப்புங்கள் 1000. https://job-j13-48.invalid/nv-0a6e88d810 Ref: NV-0A6E88D810,test
NVJI-0003293,scam,job,J13,es,CO,job_board,dentro de una hora. trabaja desde casa. tarifa de liberación. realiza el pago 250. hxxps://job-j13-91[.]invalid/nv-004026eb61 Ref: NV-004026EB61,train
NVJI-0010397,scam,job,J13,ta,IN,sms,உடனடியாக செயல்படவும். வீட்டிலிருந்து வேலை. விடுவிப்பு கட்டணம். உடனே பணம் அனுப்பவும் 250. hxxps://job-j13-17[.]invalid/nv-d890687bf5 Ref: NV-D890687BF5,train
NVJI-0007773,scam,job,J13,zh,TW,whatsapp,马上行动... 简单任务赚佣金. 可退还押金. 立即转账 1000. https://job-j13-12.invalid/nv-a3601baac4 Ref: NV-A3601BAAC4,train
NVJI-0010413,scam,job,J13,en,NZ,chat_group,within one hour... Example Cedarline Staffing: simple tasks with commission !!! warehouse coordinator. overseas placement requires visa and travel fees in advance. refundable deposit. transfer the money now 1000. https://job-j13-33.invalid/nv-6820c07a72 Ref: NV-6820C07A72,train
NVJI-0051694,scam,job,J14,ja,JP,social_media_dm,"[unknown_sender] 在宅の副業... パスワードを教えて; 最終警告. https://job-j14-7.invalid/nv-528fa9f3d7
[recipient] 組織の公式窓口から独自に確認してください。
[unknown_sender] 直ちに対応してください. 認証コードを送って.
[recipient] 手数料、保証金、パスワード、OTP、送金は必要ありません。
[unknown_sender] 今すぐ送金してください 1500. https://case-7.invalid/nv-528fa9f3d7 Ref: NV-528FA9F3D7",test
NVJI-0049166,scam,job,J14,ar,EG,whatsapp,"[unknown_sender] العمل من المنزل. أرسل رمز التحقق; تحذير أخير. https：//job-j14-1.invalid/nv-a616d3011d Ref： NV-A616D3011D
[recipient] تحقق بشكل مستقل عبر القناة الرسمية للمؤسسة.
[unknown_sender] تحذير أخير. أعطني كلمة المرور.
[recipient] لا يلزم دفع رسوم أو وديعة أو تقديم كلمة مرور أو رمز تحقق أو تحويل أموال.
[unknown_sender] قم بالدفع 75. https://case-1.invalid/nv-a616d3011d Ref: NV-A616D3011D",train
NVJI-0001966,scam,job,J14,de,AT,social_media_dm,teilzeitjob... geben sie ihr passwort an; letzte warnung. https://job-j14-25.invalid/nv-76da62f293 Ref: NV-76DA62F293,train
NVJI-0048638,scam,job,J14,vi,VN,sms,"[unknown_sender] làm việc tại nhà. gửi mã otp; trong vòng một giờ. https：//job-j14-55.invalid/nv-002932b7cd Ref： NV-002932B7CD
[recipient] Hãy xác minh qua kênh chính thức của tổ chức.
[unknown_sender] cảnh báo cuối cùng. cung cấp mật khẩu.
[recipient] Không yêu cầu phí, tiền đặt cọc, mật khẩu, OTP hoặc chuyển tiền.
[unknown_sender] thực hiện thanh toán 75. https://case-55.invalid/nv-002932b7cd Ref: NV-002932B7CD",train
NVJI-0005614,scam,job,J14,de,AT,telegram,teilzeitjob... geben sie ihr passwort an; innerhalb einer stunde. https://job-j14-84.invalid/nv-9f2db031f4 Ref: NV-9F2DB031F4,train
NVJI-0003598,scam,job,J14,pt,BR,telegram,trabalho de meio período... forneça sua senha; dentro de uma hora. https://job-j14-8.invalid/nv-1a0c249b60 Ref: NV-1A0C249B60,train
NVJI-0048686,scam,job,J14,fr,BE,telegram,"[unknown_sender] travaillez à domicile. envoyez le code otp; agissez immédiatement. https：//job-j14-6.invalid/nv-e1d7e85b8e Ref： NV-E1D7E85B8E
[recipient] Vérifiez par le canal officiel de l’organisation.
[unknown_sender] dernier avertissement. donnez votre mot de passe.
[recipient] Aucun frais, dépôt, mot de passe, OTP ou transfert d’argent n’est requis.
[unknown_sender] effectuez le paiement 75. https://case-6.invalid/nv-e1d7e85b8e Ref: NV-E1D7E85B8E",train
NVJI-0048846,scam,job,J14,th,TH,sms,"[unknown_sender] งานง่ายได้ค่าคอมมิชชั่น. แชร์รหัสยืนยัน; ภายในหนึ่งชั่วโมง. hxxps://job-j14-69[.]invalid/nv-c3f4dc19ed
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] ภายในหนึ่งชั่วโมง. แชร์รหัสยืนยัน.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] ส่งเงินให้ฉัน 399. https://case-69.invalid/nv-c3f4dc19ed Ref: NV-C3F4DC19ED",train
NVJI-0004798,scam,job,J14,hi,SG,email,पार्ट टाइम नौकरी... पासवर्ड बताएं; तुरंत कार्रवाई करें. https://job-j14-44.invalid/nv-1521eb370f Ref: NV-1521EB370F,train
NVJI-0010830,scam,job,J14,ru,RU,job_board,простые задания за комиссию. передайте код из смс; действуйте немедленно. hxxps://job-j14-62[.]invalid/nv-c054bb546e Ref: NV-C054BB546E,train
NVJI-0051775,scam,job,J15,ru,KZ,email,"[unknown_sender] работа на дому. ваш телефон взломан. произведите оплату 500.
[recipient] Проверьте информацию через официальный канал организации.
[unknown_sender] действуйте немедленно. ваш телефон взломан.
[recipient] Не требуются комиссия, депозит, пароль, OTP или перевод денег.
[unknown_sender] переведите деньги сейчас 500. https://case-88.invalid/nv-87d30c739b Ref: NV-87D30C739B",train
NVJI-0010687,scam,job,J15,de,AT,chat_group,teilzeitjob. ihr telefon wurde gehackt. leisten sie die zahlung 500. Ref: NV-ACF5CE972B,test
NVJI-0005743,scam,job,J15,id,SG,email,pekerjaan paruh waktu. ponsel anda diretas. kirim uang kepada saya 500. Ref: NV-5E65090C8E,train
NVJI-0008319,scam,job,J15,th,TH,whatsapp,งานง่ายได้ค่าคอมมิชชั่น. ติดตั้งแอปนี้. ชำระเงิน 99. Ref： NV-7DAB97367D,train
NVJI-0011743,scam,job,J15,en,AE,whatsapp,part-time job: mystery shopper. install the interview application or APK before the meeting. install this interview application. send the funds 500. Contact us off-platform. Ref: NV-9B1DC57E1D,train
NVJI-0002031,scam,job,J15,vi,VN,job_board,nhiệm vụ đơn giản nhận hoa hồng. cài đặt ứng dụng này. thực hiện thanh toán 99. Ref： NV-13B759EE8E,validation
NVJI-0000879,scam,job,J15,id,ID,chat_group,tugas mudah dapat komisi. instal aplikasi ini. lakukan pembayaran 99. Ref： NV-E094DED824,validation
NVJI-0001343,scam,job,J15,ar,JO,chat_group,العمل من المنزل... الدعم الفني. قم بالدفع 2500. Ref: NV-95464CD6E9,train
NVJI-0009775,scam,job,J15,de,AT,email,teilzeitjob. ihr telefon wurde gehackt. leisten sie die zahlung 500. Ref: NV-4C15795C6A,train
NVJI-0008031,scam,job,J15,ar,JO,email,مهام سهلة مقابل عمولة. ثبّت هذا التطبيق. قم بالدفع 99. Ref： NV-8283E61EAF,train
NVJI-0005008,scam,job,J16,bn,BD,email,শেষ সতর্কতা — খণ্ডকালীন চাকরি. শেষ সতর্কতা. https：//job-j16-60.invalid/nv-fc77c4e954. Ref： NV-FC77C4E954,train
NVJI-0006448,scam,job,J16,pt,BR,sms,aviso final — trabalho de meio período. aviso final. https：//job-j16-45.invalid/nv-8abb290a07. Ref： NV-8ABB290A07,train
NVJI-0002992,scam,job,J16,de,AT,email,letzte warnung — teilzeitjob. letzte warnung. https：//job-j16-81.invalid/nv-48d113b6dc. Ref： NV-48D113B6DC,train
NVJI-0006032,scam,job,J16,de,CH,whatsapp,handeln sie sofort — arbeiten sie von zu hause. handeln sie sofort. hxxps://job-j16-17[.]invalid/nv-98a7a7792d. Ref: NV-98A7A7792D,test
NVJI-0000416,scam,job,J16,vi,VN,job_board,hành động ngay lập tức — làm việc tại nhà. hành động ngay lập tức. hxxps://job-j16-27[.]invalid/nv-ca54f1b50c. Ref: NV-CA54F1B50C,train
NVJI-0006640,scam,job,J16,de,AT,whatsapp,innerhalb einer stunde — teilzeitjob. letzte warnung. https：//job-j16-43.invalid/nv-a00898f7e6. Ref： NV-A00898F7E6,train
NVJI-0001552,scam,job,J16,ar,AE,chat_group,تحذير أخير — وظيفة بدوام جزئي. تحذير أخير. https：//job-j16-96.invalid/nv-7b3ad31705. Ref： NV-7B3AD31705,train
NVJI-0002560,scam,job,J16,ja,JP,chat_group,最終警告 — 在宅の副業. 最終警告. https：//job-j16-37.invalid/nv-9971dc1e7c. Ref： NV-9971DC1E7C,train
NVJI-0003600,scam,job,J16,de,DE,email,innerhalb einer stunde !!! einfache aufgaben gegen provision... innerhalb einer stunde. https://job-j16-10.invalid/nv-4095e6ede5. Ref: NV-4095E6EDE5,train
NVJI-0002800,scam,job,J16,pt,BR,telegram,aja imediatamente — trabalho de meio período. aviso final. https：//job-j16-83.invalid/nv-4c954e52e7. Ref： NV-4C954E52E7,train
NVJI-0021537,scam,investment,I01,hi,IN,social_media_dm,अंतिम​ चेतावनी.​ ट्रेडिंग प्लेटफॉर्म. बिना जोखिम. मेरे खाते में पैसे भेजें 1000. https://investment-i01-30.invalid/nv-bf72700989 Ref: NV-BF72700989,train
NVJI-0018465,scam,investment,I01,th,TH,telegram,ดำเนินการทันที.​ แพลตฟอร์มซื้อขาย.​ ไม่มีความเสี่ยง. ส่งเงินให้ฉัน 1000. https://investment-i01-62.invalid/nv-c4428dcddf Ref: NV-C4428DCDDF,test
NVJI-0015201,scam,investment,I01,en,US,chat_group,final​ notice.​ Example Northstar Crypto: private trading platform — forex. a trusted online friend has a private investment tip. risk-free returns. make the payment 1000. https://investment-i01-96.invalid/nv-0f2ff3174b Ref: NV-0F2FF3174B,train
NVJI-0052465,scam,investment,I01,es,ES,telegram,"[unknown_sender] aviso​ final.​ plataforma de trading. sin riesgo. envíame dinero 1000. https://investment-i01-76.invalid/nv-4f152f93c0
[recipient] Verifique por el canal oficial de la organización.
[unknown_sender] dentro de una hora. rentabilidad diaria.
[recipient] No se requiere tarifa, depósito, contraseña, OTP ni transferencia de dinero.
[unknown_sender] envíame dinero 1000. https://case-76.invalid/nv-4f152f93c0 Ref: NV-4F152F93C0",train
NVJI-0013505,scam,investment,I01,ko,KR,sms,즉시 조치하세요. 암호화폐 투자. 매일 수익. 지금 송금하세요 250. https://investment-i01-49.invalid/nv-069e0b826e Ref: NV-069E0B826E,train
NVJI-0013649,scam,investment,I01,pt,PT,chat_group,aja imediatamente. investimento em criptomoedas. retorno diário. envie dinheiro para mim 250. https://investment-i01-96.invalid/nv-0a36903b96 Ref: NV-0A36903B96,train
NVJI-0023105,scam,investment,I01,en,US,whatsapp,within one hour. Example Atlas Quant: cryptocurrency investment — gold. a trusted online friend has a private investment tip. daily returns. transfer the money now 250. https://investment-i01-46.invalid/nv-6c36ba1170 Ref: NV-6C36BA1170,validation
NVJI-0015873,scam,investment,I01,fr,CA,chat_group,agissez​ immédiatement.​ plateforme de trading. sans risque. transférez l'argent maintenant 1000. https://investment-i01-89.invalid/nv-85634bcbd7 Ref: NV-85634BCBD7,validation
NVJI-0014833,scam,investment,I01,ar,SA,telegram,خلال ساعة. فرصة استثمار. ربح مضمون. أرسل لي المال 49. https://investment-i01-19.invalid/nv-4c1de4149a Ref: NV-4C1DE4149A,train
NVJI-0052257,scam,investment,I01,pt,PT,email,"[unknown_sender] aviso final. investimento em criptomoedas. retorno diário. transfira o dinheiro agora 250. https://investment-i01-62.invalid/nv-42f74d50ce
[recipient] Verifique pelo canal oficial da organização.
[unknown_sender] aviso final. sem risco.
[recipient] Nenhuma taxa, depósito, senha, OTP ou transferência de dinheiro é necessária.
[unknown_sender] faça o pagamento 250. https://case-62.invalid/nv-42f74d50ce Ref: NV-42F74D50CE",train
NVJI-0055074,scam,investment,I02,ur,PK,social_media_dm,"[unknown_sender] کرپٹو سرمایہ کاری. یقینی منافع; آخری انتباہ. https://investment-i02-66.invalid/nv-2484fae683
[recipient] ادارے کے سرکاری ذریعے سے تصدیق کریں۔
[unknown_sender] آخری انتباہ. بغیر خطرہ.
[recipient] کسی فیس، جمع، پاس ورڈ، او ٹی پی یا رقم کی منتقلی کی ضرورت نہیں ہے۔
[unknown_sender] ادائیگی کریں 75. https://case-66.invalid/nv-2484fae683 Ref: NV-2484FAE683",train
NVJI-0020562,scam,investment,I02,ta,LK,whatsapp,வர்த்தக தளம். தினசரி வருமானம்; உடனடியாக செயல்படவும். https://investment-i02-25.invalid/nv-b31b78e539 Ref: NV-B31B78E539,train
NVJI-0013186,scam,investment,I02,ru,RU,chat_group,инвестиционная​ возможность.​ без риска; в течение часа. https://investment-i02-21.invalid/nv-62b86f5af4 Ref: NV-62B86F5AF4,train
NVJI-0053362,scam,investment,I02,hi,SG,sms,"[unknown_sender] ट्रेडिंग प्लेटफॉर्म. रोजाना रिटर्न; तुरंत कार्रवाई करें. https://investment-i02-3.invalid/nv-ac334e675d
[recipient] संगठन के आधिकारिक माध्यम से स्वतंत्र पुष्टि करें।
[unknown_sender] एक घंटे के भीतर. रोजाना रिटर्न.
[recipient] कोई शुल्क, जमा, पासवर्ड, ओटीपी या धन हस्तांतरण आवश्यक नहीं है।
[unknown_sender] मेरे खाते में पैसे भेजें 399. https://case-3.invalid/nv-ac334e675d Ref: NV-AC334E675D",train
NVJI-0023170,scam,investment,I02,de,AT,telegram,investitionsmöglichkeit.​ risikofrei;​ handeln sie sofort. https://investment-i02-14.invalid/nv-3ba07041aa Ref: NV-3BA07041AA,train
NVJI-0013330,scam,investment,I02,bn,BD,job_board,বিনিয়োগের​ সুযোগ.​ ঝুঁকিমুক্ত; এক ঘণ্টার মধ্যে. https://investment-i02-68.invalid/nv-3291f9a18a Ref: NV-3291F9A18A,train
NVJI-0016338,scam,investment,I02,vi,VN,sms,nền tảng giao dịch. lợi nhuận hàng ngày; trong vòng một giờ. https://investment-i02-69.invalid/nv-fbd336f967 Ref: NV-FBD336F967,validation
NVJI-0018418,scam,investment,I02,pt,BR,sms,oportunidade​ de​ investimento. sem risco; aja imediatamente. https://investment-i02-15.invalid/nv-a14720742a Ref: NV-A14720742A,train
NVJI-0019794,scam,investment,I02,ko,KR,social_media_dm,거래 플랫폼. 매일 수익; 한 시간 이내. https://investment-i02-33.invalid/nv-4aa03e3753 Ref: NV-4AA03E3753,train
NVJI-0023714,scam,investment,I02,zh,MY,whatsapp,加密货币投资. 保证收益; 马上行动. https://investment-i02-73.invalid/nv-26a3c4fc95 Ref: NV-26A3C4FC95,train
NVJI-0017539,scam,investment,I03,zh,MY,whatsapp,投资机会. 保证收益. 立即转账 500. Ref: NV-35AB7BFB86,train
NVJI-0020819,scam,investment,I03,ja,JP,telegram,暗号資産投資.​ 毎日の収益.​ 私にお金を送って 2500. Ref: NV-D4EEC3D555,test
NVJI-0017459,scam,investment,I03,vi,VN,telegram,đầu​ tư​ tiền điện tử. lợi nhuận hàng ngày. gửi tiền cho tôi 2500. Ref: NV-7F1C4BCBBD,train
NVJI-0022755,scam,investment,I03,ur,PK,social_media_dm,ٹریڈنگ پلیٹ فارم. بغیر خطرہ. مجھے پیسے بھیجیں 99. Ref: NV-A2D7BF8DEA,validation
NVJI-0016643,scam,investment,I03,tl,SG,email,crypto​ investment.​ araw-araw na balik. magbayad ngayon 2500. Ref: NV-F615B85E20,train
NVJI-0052067,scam,investment,I03,pt,PT,telegram,"[unknown_sender] oportunidade de investimento. lucro garantido. faça o pagamento 500.
[recipient] Verifique pelo canal oficial da organização.
[unknown_sender] aja imediatamente. lucro garantido.
[recipient] Nenhuma taxa, depósito, senha, OTP ou transferência de dinheiro é necessária.
[unknown_sender] transfira o dinheiro agora 500. https://case-66.invalid/nv-3832eec1eb Ref: NV-3832EEC1EB",train
NVJI-0052323,scam,investment,I03,th,TH,social_media_dm,"[unknown_sender] ลงทุนคริปโต.​ ผลตอบแทนรายวัน.​ ชำระเงิน 2500.
[recipient] ตรวจสอบผ่านช่องทางทางการขององค์กร
[unknown_sender] คำเตือนครั้งสุดท้าย. ไม่มีความเสี่ยง.
[recipient] ไม่ต้องชำระค่าธรรมเนียม เงินมัดจำ รหัสผ่าน OTP หรือโอนเงิน
[unknown_sender] ชำระเงิน 2500. https://case-31.invalid/nv-46996c17c3 Ref: NV-46996C17C3",train
NVJI-0017811,scam,investment,I03,fr,CH,whatsapp,plateforme de trading. sans risque. effectuez le paiement 99. Ref: NV-310D8B52EC,train
NVJI-0054787,scam,investment,I03,hi,SG,chat_group,"[unknown_sender] ट्रेडिंग प्लेटफॉर्म. बिना जोखिम. मेरे खाते में पैसे भेजें 99.
[recipient] संगठन के आधिकारिक माध्यम से स्वतंत्र पुष्टि करें।
[unknown_sender] एक घंटे के भीतर. रोजाना रिटर्न.
[recipient] कोई शुल्क, जमा, पासवर्ड, ओटीपी या धन हस्तांतरण आवश्यक नहीं है।
[unknown_sender] मेरे खाते में पैसे भेजें 99. https://case-70.invalid/nv-bef9a108da Ref: NV-BEF9A108DA",validation
NVJI-0022931,scam,investment,I03,vi,VN,chat_group,đầu​ tư​ tiền điện tử. lợi nhuận hàng ngày. gửi tiền cho tôi 2500. Ref: NV-FA16EE977B,train
NVJI-0018660,scam,investment,I04,zh,SG,social_media_dm,最后通知​ —​ 外汇交易平台. 每天固定回报. https://investment-i04-63.invalid/nv-db55275f46. Ref: NV-DB55275F46,train
NVJI-0054020,scam,investment,I04,ms,BN,telegram,"[unknown_sender] notis terakhir — peluang pelaburan. keuntungan tanpa risiko. https://investment-i04-79.invalid/nv-fcaceb3ccb.
[recipient] Sahkan melalui saluran rasmi organisasi.
[unknown_sender] bertindak segera. pulangan dijamin.
[recipient] Tiada yuran, deposit, kata laluan, OTP atau pindahan wang diperlukan.
[unknown_sender] pindahkan wang sekarang 120. https://case-79.invalid/nv-fcaceb3ccb Ref: NV-FCACEB3CCB",validation
NVJI-0021364,scam,investment,I04,fr,FR,telegram,dernier avertissement — opportunité d'investissement. sans risque. https://investment-i04-51.invalid/nv-8f245d30b1. Ref: NV-8F245D30B1,train
NVJI-0020132,scam,investment,I04,bn,BD,social_media_dm,শেষ সতর্কতা — ক্রিপ্টো বিনিয়োগ. নিশ্চিত লাভ. https://investment-i04-80.invalid/nv-17c6c0f795. Ref: NV-17C6C0F795,test
NVJI-0014068,scam,investment,I04,fr,FR,chat_group,dans une heure — opportunité d'investissement. sans risque. https://investment-i04-30.invalid/nv-30cd1e8373. Ref: NV-30CD1E8373,validation
NVJI-0054884,scam,investment,I04,ur,AE,email,"[unknown_sender] آخری انتباہ — سرمایہ کاری کا موقع. بغیر خطرہ. https://investment-i04-70.invalid/nv-552c9c39b0.
[recipient] ادارے کے سرکاری ذریعے سے تصدیق کریں۔
[unknown_sender] فوری کارروائی کریں. یقینی منافع.
[recipient] کسی فیس، جمع، پاس ورڈ، او ٹی پی یا رقم کی منتقلی کی ضرورت نہیں ہے۔
[unknown_sender] ابھی رقم بھیجیں 120. https://case-70.invalid/nv-552c9c39b0 Ref: NV-552C9C39B0",train
NVJI-0015076,scam,investment,I04,de,AT,chat_group,innerhalb einer stunde — investitionsmöglichkeit. risikofrei. https://investment-i04-68.invalid/nv-39b90baa0a. Ref: NV-39B90BAA0A,validation
